id	name	link	seller	price	original_price	lectures	hours	level	Sat Jan 23 18:56:08 2021
883	business-intelligence-con-tableau/	https://www.udemy.com/course/business-intelligence-con-tableau/	Pedro Daniel Alcal  Rojas	13.99	19.99	21	2.5	Beginner	
884	tableau-2020/	https://www.udemy.com/course/tableau-2020/	Skeyon Formaci n  SuperDataScience Team  Antxon Pous	12.99	94.99	75	8.5	Beginner	
885	data-storytelling-now/	https://www.udemy.com/course/data-storytelling-now/	Cientificas de Datos	13.99	19.99	23	1.5	Beginner	
886	tableau-desktop/	https://www.udemy.com/course/tableau-desktop/	Sebastian Tunnell  Equipo Datademia	12.99	94.99	48	2.5	All Levels	
887	estadistica-para-todos-analisis-de-datos-y-toma-de-decision/	https://www.udemy.com/course/estadistica-para-todos-analisis-de-datos-y-toma-de-decision/	Esther Morales	12.99	94.99	44	4	All Levels	
888	gestaocompowerbidateoriaapratica/	https://www.udemy.com/course/gestaocompowerbidateoriaapratica/	Vitor Schuwartz Rocha	19.99	NULL	39	3	Beginner	
889	inteligencia-kpis/	https://www.udemy.com/course/inteligencia-kpis/	Fabio Kalil	12.99	49.99	35	2	All Levels	
890	ms-excel-guia-examen-analisis-y-visualizacion-de-datos/	https://www.udemy.com/course/ms-excel-guia-examen-analisis-y-visualizacion-de-datos/	Skeyon Formaci n  Ben Young  SuperDataScience Team  Antxon Pous	12.99	94.99	26	4	All Levels	
891	cbas-prep/	https://www.udemy.com/course/cbas-prep/	            	12.99	94.99	64	5.5	Intermediate	
892	einfuehrung-in-power-pivot/	https://www.udemy.com/course/einfuehrung-in-power-pivot/	Holger Gubbels	12.99	39.99	16	1.5	Beginner	
893	einstieg-in-excel-dashboards/	https://www.udemy.com/course/einstieg-in-excel-dashboards/	Kristoffer Ditz	12.99	94.99	25	2.5	Beginner	
894	google-data-studio-visualizacion-de-datos-y-cuadros-de-mando/	https://www.udemy.com/course/google-data-studio-visualizacion-de-datos-y-cuadros-de-mando/	Start Tech Academy  Nicol s Seia	12.99	94.99	38	4	All Levels	
895	storymaking/	https://www.udemy.com/course/storymaking/	Yoshiki Kashiwagi	12.99	79.99	24	2	Beginner	
896	sql-masterclass/	https://www.udemy.com/course/sql-masterclass/	Nikolai Schuler	12.99	94.99	127	10	Beginner	
897	sql-para-profissionais-analiticos/	https://www.udemy.com/course/sql-para-profissionais-analiticos/	Mauricio Boesche	12.99	49.99	18	3	All Levels	
898	formacao-deep-learning-tensorflow-python/	https://www.udemy.com/course/formacao-deep-learning-tensorflow-python/	Jones Granatyr  Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard  IA Expert Academy	12.99	19.99	115	15	All Levels	
899	analisis-datos-python-power-bi-excel-alvaro-chirou-ospina/	https://www.udemy.com/course/analisis-datos-python-power-bi-excel-alvaro-chirou-ospina/	Academia AC  Alvaro Ospina  Master Analytics  Alvaro Chirou   240 000  Students Worldwide	12.99	39.99	254	23	All Levels	
900	power-bi/	https://www.udemy.com/course/power-bi/	            BrainPad Inc 	12.99	49.99	10	1	Beginner	
901	como-crear-reportes-en-sap-sin-conocimiento-tecnico/	https://www.udemy.com/course/como-crear-reportes-en-sap-sin-conocimiento-tecnico/	Carlos Est vez	12.99	44.99	27	12	All Levels	
902	covid19-r/	https://www.udemy.com/course/covid19-r/	Juan Gabriel Gomila Salas  Ricardo Alberich Mart   Arnau Mir	12.99	94.99	56	12	All Levels	
903	las-siete-herramientas-basicas-de-la-calidad/	https://www.udemy.com/course/las-siete-herramientas-basicas-de-la-calidad/	Jos  Lemus	12.99	24.99	19	1.5	Beginner	
904	avanza-con-power-bi-analitica-de-datos-visualizacion/	https://www.udemy.com/course/avanza-con-power-bi-analitica-de-datos-visualizacion/	Marco Russo	12.99	49.99	180	20	All Levels	
905	data-analysis-nanodegree/	https://www.udemy.com/course/data-analysis-nanodegree/	Nermin Elgrawany	99.99	NULL	142	6	All Levels	
906	interaktive-python-visualisierungen-mit-plotly-und-dash/	https://www.udemy.com/course/interaktive-python-visualisierungen-mit-plotly-und-dash/	Dr  Ren  Brunner  Datamics Refine your future	12.99	94.99	89	10	Beginner	
907	academia-bi-start/	https://www.udemy.com/course/academia-bi-start/	MSc Grimaldo Lopes de Oliveira	12.99	94.99	56	16	Beginner	
908	curso-sql-postgresql/	https://www.udemy.com/course/curso-sql-postgresql/	Redait Media	12.99	94.99	120	5	All Levels	
909	crie-um-dashboard-em-power-bi-do-zero-caso-pratico/	https://www.udemy.com/course/crie-um-dashboard-em-power-bi-do-zero-caso-pratico/	Lucas Zago	12.99	19.99	9	1	Beginner	
910	datum_studio_1/	https://www.udemy.com/course/datum_studio_1/	Datum Studio     	12.99	84.99	22	3	Beginner	
911	power-bi-dax-bootcamp/	https://www.udemy.com/course/power-bi-dax-bootcamp/	Nikolai Schuler	12.99	94.99	49	5	Intermediate	
912	formacao-deep-learning-pytorch-python/	https://www.udemy.com/course/formacao-deep-learning-pytorch-python/	Jones Granatyr  Denny Ceccon  IA Expert Academy	12.99	19.99	131	16.5	All Levels	
913	visualizacion-de-datos-con-google-data-studio/	https://www.udemy.com/course/visualizacion-de-datos-con-google-data-studio/	Marco Russo	12.99	34.99	58	5	All Levels	
914	processamento-linguagem-natural-deep-learning-python/	https://www.udemy.com/course/processamento-linguagem-natural-deep-learning-python/	Jones Granatyr  Martin Jocqueviel  SuperDataScience Team  IA Expert Academy	12.99	19.99	62	10	Intermediate	
915	curso-completo-oracle-plsql-sqlserver-tsql/	https://www.udemy.com/course/curso-completo-oracle-plsql-sqlserver-tsql/	Felipe Mafra	12.99	19.99	71	15	Intermediate	
916	present-your-data/	https://www.udemy.com/course/present-your-data/	Ahmed Emad	54.99	NULL	37	3.5	Intermediate	
917	power-bi-gestion-de-supply-chain-con-business-intelligence/	https://www.udemy.com/course/power-bi-gestion-de-supply-chain-con-business-intelligence/	Pedro Daniel Alcal  Rojas	12.99	19.99	15	2	All Levels	
918	machine-learning-competicoes-kaggle/	https://www.udemy.com/course/machine-learning-competicoes-kaggle/	Jones Granatyr  Denny Ceccon  IA Expert Academy	12.99	19.99	91	7	Intermediate	
919	masterclass-en-inteligencia-artificial/	https://www.udemy.com/course/masterclass-en-inteligencia-artificial/	Juan Gabriel Gomila Salas  SuperDataScience Team	12.99	94.99	90	18	Expert	
920	automacao-de-processos-no-bizagi/	https://www.udemy.com/course/automacao-de-processos-no-bizagi/	D cio Salom o de Castro	12.99	84.99	13	2	All Levels	
921	qlik-nprinting-para-qlik-sense/	https://www.udemy.com/course/qlik-nprinting-para-qlik-sense/	BIX Tecnologia Business Intelligence	12.99	94.99	51	2.5	All Levels	
922	business-intelligence-para-area-comercial-con-qlik-sense/	https://www.udemy.com/course/business-intelligence-para-area-comercial-con-qlik-sense/	Pedro Daniel Alcal  Rojas	12.99	19.99	30	5.5	All Levels	
923	experto-en-analisis-de-datos-del-futbol-soccer-con-power-bi/	https://www.udemy.com/course/experto-en-analisis-de-datos-del-futbol-soccer-con-power-bi/	Pedro Daniel Alcal  Rojas	12.99	34.99	42	7.5	All Levels	
924	excel-utilisez-le-business-intelligence-comme-un-pro/	https://www.udemy.com/course/excel-utilisez-le-business-intelligence-comme-un-pro/	Zran Senan Flan	12.99	94.99	120	8	All Levels	
925	curso-basico-gdpr-lgpd/	https://www.udemy.com/course/curso-basico-gdpr-lgpd/	Matheus Passos	12.99	69.99	23	4.5	All Levels	
926	gestion-y-analisis-de-riesgos-en-la-industria-farmaceutica/	https://www.udemy.com/course/gestion-y-analisis-de-riesgos-en-la-industria-farmaceutica/	Marisa Ortiz	12.99	64.99	16	3	Beginner	
927	power-bi-in-russian/	https://www.udemy.com/course/power-bi-in-russian/	Nygmetzhan Kuzenbayev	12.99	94.99	36	1.5	Beginner	
928	aprende-a-realizar-proyecciones-y-pronosticos-en-excel/	https://www.udemy.com/course/aprende-a-realizar-proyecciones-y-pronosticos-en-excel/	Diego Fernando Sanchez Melo	12.99	24.99	14	1.5	Beginner	
929	corso-scrum-agile/	https://www.udemy.com/course/corso-scrum-agile/	Franco Godone  Agile Way	12.99	94.99	64	3.5	All Levels	
930	power-bi-desarrollo-de-business-intelligence-en-call-center/	https://www.udemy.com/course/power-bi-desarrollo-de-business-intelligence-en-call-center/	Pedro Daniel Alcal  Rojas	12.99	19.99	14	2	All Levels	
931	procesamiento-del-lenguaje-natural/	https://www.udemy.com/course/procesamiento-del-lenguaje-natural/	Juan Gabriel Gomila Salas  Martin Jocqueviel  SuperDataScience Team	12.99	94.99	41	10	Expert	
932	kurs-access-video/	https://www.udemy.com/course/kurs-access-video/	Daniel Tokarz	12.99	59.99	36	3.5	All Levels	
933	kpi-in-analisi-commerciale/	https://www.udemy.com/course/kpi-in-analisi-commerciale/	Enrica Gonella	12.99	49.99	45	3	Beginner	
934	spradsheet_master/	https://www.udemy.com/course/spradsheet_master/	Katsunori Yoshinaka	12.99	94.99	84	5.5	All Levels	
935	data-science-for-business-es/	https://www.udemy.com/course/data-science-for-business-es/	Juan Gabriel Gomila Salas  Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard	199.99	NULL	76	21	Intermediate	
936	google-analytics-curso-academy-tutorial-certificacion/	https://www.udemy.com/course/google-analytics-curso-academy-tutorial-certificacion/	Cristian Guere u	12.99	39.99	32	4.5	All Levels	
937	google-data-studio-il-corso-definitivo-dalla-a-alla-z/	https://www.udemy.com/course/google-data-studio-il-corso-definitivo-dalla-a-alla-z/	Riccardo Sozzi  IULM AI LAB   Maestr ia  Eugenio Di Fraia	12.99	94.99	61	3	All Levels	
938	controlling-kompakt-kurs/	https://www.udemy.com/course/controlling-kompakt-kurs/	Kristoffer Ditz	12.99	94.99	26	2	All Levels	
939	analise-bayesiana-com-r/	https://www.udemy.com/course/analise-bayesiana-com-r/	Andr  Marques	12.99	84.99	84	7.5	Beginner	
940	tableau-kurs/	https://www.udemy.com/course/tableau-kurs/	Dr  Ren  Brunner  Datamics Refine your future	12.99	94.99	67	6	Beginner	
941	bases-para-el-analisis-de-datos-en-spss/	https://www.udemy.com/course/bases-para-el-analisis-de-datos-en-spss/	Eduardo Escalante	12.99	19.99	24	6.5	Intermediate	
942	analise-e-tratamento-de-dados-com-qlikview-sem-misterios/	https://www.udemy.com/course/analise-e-tratamento-de-dados-com-qlikview-sem-misterios/	Glaucia Pereira Silva	12.99	29.99	27	2	Beginner	
943	the_complete_r_101_for_beginners/	https://www.udemy.com/course/the_complete_r_101_for_beginners/	Sungsil Chang  Yooduck Hwang      	19.99	NULL	41	2.5	Beginner	
944	with-r-v/	https://www.udemy.com/course/with-r-v/	KK Park	12.99	69.99	48	10	Beginner	
945	tableau-desktop-full-track-arabic/	https://www.udemy.com/course/tableau-desktop-full-track-arabic/	Taha Mahmoud  Amr Gamal	12.99	94.99	37	8.5	All Levels	
946	lei-geral-de-protecao-de-dados-lgpd-resumo-implementacao/	https://www.udemy.com/course/lei-geral-de-protecao-de-dados-lgpd-resumo-implementacao/	Claudio Joel B L ssio	19.99	NULL	35	3.5	All Levels	
947	analise-de-informacoes-para-o-tcu/	https://www.udemy.com/course/analise-de-informacoes-para-o-tcu/	Marcio Victorino	74.99	NULL	40	8	All Levels	
948	analisi-commerciale-e-reporting-excel/	https://www.udemy.com/course/analisi-commerciale-e-reporting-excel/	Enrica Gonella	12.99	69.99	43	2.5	All Levels	
949	tableau-desktop-y-tableau-prep-desde-cero/	https://www.udemy.com/course/tableau-desktop-y-tableau-prep-desde-cero/	Apasoft Training	12.99	19.99	134	13.5	All Levels	
950	spss-kychen/	https://www.udemy.com/course/spss-kychen/	    	124.99	NULL	220	51.5	All Levels	
951	curso-sql/	https://www.udemy.com/course/curso-sql/	Jo o Paulo de Lira  Gabriel Rodrigues de Lira	12.99	94.99	70	12	All Levels	
952	microsoft-ssas-deutsch-cube-erstellung-powerbi-zugriff/	https://www.udemy.com/course/microsoft-ssas-deutsch-cube-erstellung-powerbi-zugriff/	Steffen Weiler	24.99	NULL	25	3	Beginner	
953	rgpd-les-fondamentaux/	https://www.udemy.com/course/rgpd-les-fondamentaux/	Michael Di Rocco	19.99	NULL	18	3.5	Beginner	
954	1st_step_sql/	https://www.udemy.com/course/1st_step_sql/	   Mayumi Shinya	12.99	44.99	19	1.5	Beginner	
955	bert-nlp/	https://www.udemy.com/course/bert-nlp/	Juan Gabriel Gomila Salas  Martin Jocqueviel  SuperDataScience Team	12.99	94.99	36	9.5	Expert	
956	power-bi-egitim-videosu-serisi-4/	https://www.udemy.com/course/power-bi-egitim-videosu-serisi-4/	Alper  EL K	12.99	94.99	48	4	Intermediate	
957	business-analytics-con-data-studio-de-cero-a-profesional/	https://www.udemy.com/course/business-analytics-con-data-studio-de-cero-a-profesional/	Diego Fernando Sanchez Melo	12.99	24.99	18	1.5	All Levels	
958	analitica-de-recursos-humanos-con-microsoft-power-bi/	https://www.udemy.com/course/analitica-de-recursos-humanos-con-microsoft-power-bi/	Pedro Daniel Alcal  Rojas	12.99	24.99	16	2.5	Intermediate	
959	aprendizaje-por-refuerzo-profundo/	https://www.udemy.com/course/aprendizaje-por-refuerzo-profundo/	Juan Gabriel Gomila Salas  SuperDataScience Team	12.99	94.99	60	14	Expert	
960	prognozirovanie-prodazh-v-excel/	https://www.udemy.com/course/prognozirovanie-prodazh-v-excel/	Scandinavian Institute of Business Analytics	12.99	19.99	22	1	All Levels	
961	time-series-analysis-arima-forecasting-con-r-power-bi/	https://www.udemy.com/course/time-series-analysis-arima-forecasting-con-r-power-bi/	Pedro Daniel Alcal  Rojas	12.99	19.99	17	2	Intermediate	
962	data-science-para-gestores-em-saude/	https://www.udemy.com/course/data-science-para-gestores-em-saude/	Libania Paes	89.99	NULL	57	5.5	All Levels	
963	do-zero-ao-avancado-gestao-de-trafego-para-negocios-locais/	https://www.udemy.com/course/do-zero-ao-avancado-gestao-de-trafego-para-negocios-locais/	Ruan de Andrade Pio de Medeiros	12.99	94.99	62	6.5	All Levels	
964	domina-pentaho-report-designer-desde-cero/	https://www.udemy.com/course/domina-pentaho-report-designer-desde-cero/	Ivan Pinar Dom nguez	12.99	94.99	21	1.5	Beginner	
965	optimiza-tu-negocio-online-mejorando-el-ratio-de-conversion/	https://www.udemy.com/course/optimiza-tu-negocio-online-mejorando-el-ratio-de-conversion/	Nacho Bassino	12.99	94.99	25	2	Beginner	
966	analisis-de-estados-financieros-crucial-business-analytics/	https://www.udemy.com/course/analisis-de-estados-financieros-crucial-business-analytics/	Pedro Daniel Alcal  Rojas	12.99	24.99	19	5	All Levels	
967	ferramentas-da-qualidade-20-com-minitab-e-excel/	https://www.udemy.com/course/ferramentas-da-qualidade-20-com-minitab-e-excel/	Max Santos	12.99	24.99	33	5.5	All Levels	
968	big-data-aplicado-con-power-bi-usando-microsoft-azure/	https://www.udemy.com/course/big-data-aplicado-con-power-bi-usando-microsoft-azure/	Pedro Daniel Alcal  Rojas	12.99	24.99	17	4.5	Intermediate	
969	excel-tablas-dinamicas/	https://www.udemy.com/course/excel-tablas-dinamicas/	Maven Analytics  Enrique Ruiz	12.99	94.99	90	7.5	All Levels	
970	machine-learning-aplicado-con-power-bi-desktop-usando-r/	https://www.udemy.com/course/machine-learning-aplicado-con-power-bi-desktop-usando-r/	Pedro Daniel Alcal  Rojas	12.99	24.99	20	2.5	Intermediate	
971	fundamentos-de-analisis-de-datos-para-empresas/	https://www.udemy.com/course/fundamentos-de-analisis-de-datos-para-empresas/	Armando Alfonzo Torres	12.99	19.99	36	3	All Levels	
972	excel-bz/	https://www.udemy.com/course/excel-bz/	    	12.99	89.99	26	4.5	Beginner	
973	analise-de-dados-microsoft-excel/	https://www.udemy.com/course/analise-de-dados-microsoft-excel/	Felipe Mafra	12.99	19.99	57	4.5	Beginner	
974	fmea-experte/	https://www.udemy.com/course/fmea-experte/	Sebastian Ra loff	12.99	74.99	31	4	All Levels	
975	sql-para-gestores-e-analistas/	https://www.udemy.com/course/sql-para-gestores-e-analistas/	Yuri Janotti	12.99	59.99	16	2.5	All Levels	
976	einstieg-in-controlling-mit-excel/	https://www.udemy.com/course/einstieg-in-controlling-mit-excel/	Kristoffer Ditz	12.99	19.99	19	1	Beginner	
977	qlik-sense-para-gestion-de-almacen-con-business-intelligence/	https://www.udemy.com/course/qlik-sense-para-gestion-de-almacen-con-business-intelligence/	Pedro Daniel Alcal  Rojas	12.99	19.99	17	3	All Levels	
978	python-vq/	https://www.udemy.com/course/python-vq/	     	12.99	94.99	93	17	All Levels	
979	excel-dashboard-excelente/	https://www.udemy.com/course/excel-dashboard-excelente/	Danilo Gomes	12.99	59.99	34	9	Expert	
980	aprendendo-sql-server-integration-services-ssis/	https://www.udemy.com/course/aprendendo-sql-server-integration-services-ssis/	Adoniel Souza De Carvalho	12.99	94.99	51	8.5	All Levels	
981	statistica-semplice-20/	https://www.udemy.com/course/statistica-semplice-20/	Sandro Savoldelli	44.99	NULL	21	3.5	Beginner	
982	qlik-geoanalytics-para-qlik-sense/	https://www.udemy.com/course/qlik-geoanalytics-para-qlik-sense/	BIX Tecnologia Business Intelligence	12.99	94.99	18	3	All Levels	
983	amos-akwan/	https://www.udemy.com/course/amos-akwan/	    	199.99	NULL	133	31	All Levels	
984	kpi-informacion-y-analisis-comercial-con-power-bi/	https://www.udemy.com/course/kpi-informacion-y-analisis-comercial-con-power-bi/	Pedro Daniel Alcal  Rojas	12.99	19.99	6	1	All Levels	
985	tutto-sulle-pivot-semplicisu-tabellerelazioni-e-mappe-3d/	https://www.udemy.com/course/tutto-sulle-pivot-semplicisu-tabellerelazioni-e-mappe-3d/	Enrica Gonella	12.99	49.99	30	2.5	Beginner	
986	microsoft-powerbi-a-ztm-maitriser-power-bi-en-90-minutes/	https://www.udemy.com/course/microsoft-powerbi-a-ztm-maitriser-power-bi-en-90-minutes/	Data Science Python   Microsoft BI	12.99	94.99	17	1.5	All Levels	
987	big-step-2-big-data-l1/	https://www.udemy.com/course/big-step-2-big-data-l1/	Adel Sabour	12.99	94.99	99	11.5	Beginner	
988	estadistica-descriptiva-en-spss-en-menos-de-5-horas/	https://www.udemy.com/course/estadistica-descriptiva-en-spss-en-menos-de-5-horas/	Eduardo Escalante	12.99	19.99	22	1.5	Intermediate	
989	experto-en-tablas-dinamicas/	https://www.udemy.com/course/experto-en-tablas-dinamicas/	Javier Figueroa	12.99	74.99	69	5.5	All Levels	
990	curso-de-power-bi-desde-los-datos-hasta-los-dashboards/	https://www.udemy.com/course/curso-de-power-bi-desde-los-datos-hasta-los-dashboards/	Pedro Daniel Alcal  Rojas	12.99	24.99	30	6.5	All Levels	
991	ab-tests-mit-php/	https://www.udemy.com/course/ab-tests-mit-php/	Jannis Seemann  Jannis Seemann  CodingCourses TV 	12.99	29.99	23	3.5	Intermediate	
992	sql-introduction/	https://www.udemy.com/course/sql-introduction/	Dan Saito	34.99	NULL	36	3.5	Beginner	
993	tableautableau-desktop-specialist/	https://www.udemy.com/course/tableautableau-desktop-specialist/	So Fujimoto	12.99	29.99	25	2	Beginner	
994	the-complete-guide-to-oracle-sql-arabic-tutorial/	https://www.udemy.com/course/the-complete-guide-to-oracle-sql-arabic-tutorial/	Mohamed Said	12.99	29.99	30	3	Beginner	
995	spss-statistic-course-e_e/	https://www.udemy.com/course/spss-statistic-course-e_e/	EMAN GAMAL ELDIN  Eman Mahmoud	12.99	49.99	62	4.5	Beginner	
996	fundamentos-de-alteryx/	https://www.udemy.com/course/fundamentos-de-alteryx/	Raul Guerrero	12.99	19.99	11	3	All Levels	
997	whatsapp-analytica-mineria-de-texto-con-r-power-bi/	https://www.udemy.com/course/whatsapp-analytica-mineria-de-texto-con-r-power-bi/	Pedro Daniel Alcal  Rojas	12.99	19.99	14	2.5	Intermediate	
998	abc-xyz-analyse-artikelklassifizierung-mit-excel/	https://www.udemy.com/course/abc-xyz-analyse-artikelklassifizierung-mit-excel/	Dustin Beier	12.99	94.99	24	2	All Levels	
999	business-intelligence-proactivo-en-la-empresa-con-power-bi/	https://www.udemy.com/course/business-intelligence-proactivo-en-la-empresa-con-power-bi/	Pedro Daniel Alcal  Rojas	12.99	19.99	16	2.5	All Levels	
1000	controlling-mit-excel/	https://www.udemy.com/course/controlling-mit-excel/	Kristoffer Ditz	12.99	39.99	21	1.5	All Levels	
1001	gerenciamento-de-processos-de-negocio-bpm-conforme-cbok/	https://www.udemy.com/course/gerenciamento-de-processos-de-negocio-bpm-conforme-cbok/	Izaias Batista dos Santos	12.99	64.99	51	10.5	All Levels	
1002	optimizacion-inteligente-aplicado-a-la-robotica-y-procesos/	https://www.udemy.com/course/optimizacion-inteligente-aplicado-a-la-robotica-y-procesos/	Roboticoss   Edison S sig	12.99	79.99	27	2	Intermediate	
1003	forecasting-excel-r/	https://www.udemy.com/course/forecasting-excel-r/	Carlos Ruiz	12.99	24.99	32	3.5	All Levels	
1004	business-intelligence-sobre-la-encuesta-de-satisfaccion/	https://www.udemy.com/course/business-intelligence-sobre-la-encuesta-de-satisfaccion/	Pedro Daniel Alcal  Rojas	12.99	19.99	10	2.5	All Levels	
1005	spss-pour-les-chercheurs-cours-complet/	https://www.udemy.com/course/spss-pour-les-chercheurs-cours-complet/	Abdelhay Benyaich	12.99	19.99	23	1	All Levels	
1006	indicadores-de-gestion-y-su-construccion/	https://www.udemy.com/course/indicadores-de-gestion-y-su-construccion/	ALTHUM Consultores	12.99	94.99	28	3	All Levels	
1007	menjadi-ahli-data-analitycs-dengan-power-bi/	https://www.udemy.com/course/menjadi-ahli-data-analitycs-dengan-power-bi/	Deddy Andri Suharto	12.99	24.99	11	1.5	Beginner	
1008	visualizacoes-de-dados-eficazes-e-envolventes-nivel-1/	https://www.udemy.com/course/visualizacoes-de-dados-eficazes-e-envolventes-nivel-1/	Davi Kanda	12.99	19.99	27	2	Beginner	
1009	data-science-kompakt/	https://www.udemy.com/course/data-science-kompakt/	Peter Klausmann	12.99	94.99	26	1.5	Beginner	
1010	data-analysis-basics-in-excel/	https://www.udemy.com/course/data-analysis-basics-in-excel/	Eng  Mustafa Othman	24.99	NULL	20	3.5	Beginner	
1011	uvod-do-jazyka-python-pro-datovou-vedu/	https://www.udemy.com/course/uvod-do-jazyka-python-pro-datovou-vedu/	Vladim r L ffler	12.99	24.99	38	2	Beginner	
1012	aprende-a-usar-la-parte-grafica-de-tradingview/	https://www.udemy.com/course/aprende-a-usar-la-parte-grafica-de-tradingview/	eduardo opoil	12.99	94.99	13	1	All Levels	
1013	aksilia-privacy-e-gdpr/	https://www.udemy.com/course/aksilia-privacy-e-gdpr/	Michela Turri	12.99	94.99	23	2	All Levels	
