id	name	link	seller	price	original_price	lectures	hours	level	Sat Jan 23 18:56:08 2021
348	tableau19/	https://www.udemy.com/course/tableau19/	Rob Davis	12.99	94.99	26	4.5	All Levels	
349	business-analytics-advanced-excel/	https://www.udemy.com/course/business-analytics-advanced-excel/	ForeVision Academy	44.99	NULL	32	9.5	All Levels	
350	ai4bstrategy/	https://www.udemy.com/course/ai4bstrategy/	Ramsey Elia	12.99	19.99	65	6	Beginner	
351	ibm-blueworks-live-bpm/	https://www.udemy.com/course/ibm-blueworks-live-bpm/	Alex Manni	12.99	89.99	41	2.5	All Levels	
352	data-visualization-with-r-and-ggplot2/	https://www.udemy.com/course/data-visualization-with-r-and-ggplot2/	Marko Intihar	16.99	124.99	108	20.5	All Levels	
353	google-data-studio-training-course/	https://www.udemy.com/course/google-data-studio-training-course/	Anil Batra	12.99	94.99	26	2.5	Beginner	
354	problem-solving-tools-techniques-methods/	https://www.udemy.com/course/problem-solving-tools-techniques-methods/	Abdelali Bouzid	12.99	64.99	61	3	All Levels	
355	inventory-control-concepts-for-managers-t/	https://www.udemy.com/course/inventory-control-concepts-for-managers-t/	Girijesh Pathak	12.99	69.99	15	1.5	All Levels	
356	qlik-sense-for-everyone/	https://www.udemy.com/course/qlik-sense-for-everyone/	Havva Cevikyigit Gologlu	12.99	69.99	27	2.5	All Levels	
357	tableau-data-visualization/	https://www.udemy.com/course/tableau-data-visualization/	AkaSkills  35 000  Students	12.99	94.99	46	6	All Levels	
358	predictive-analytics-for-business-with-case-studies/	https://www.udemy.com/course/predictive-analytics-for-business-with-case-studies/	John Phillips	12.99	29.99	19	1	Beginner	
359	diydashboards/	https://www.udemy.com/course/diydashboards/	Luke Rochester	99.99	NULL	36	3	All Levels	
360	data-analysts-toolbox-excel-python-power-bi/	https://www.udemy.com/course/data-analysts-toolbox-excel-python-power-bi/	Simon Sez IT	14.99	109.99	254	27	Intermediate	
361	aiag-vda-fmea-training/	https://www.udemy.com/course/aiag-vda-fmea-training/	Nilakantasrinivasan Janakiraman	12.99	34.99	16	2	Intermediate	
362	workforce-analytics-for-executives/	https://www.udemy.com/course/workforce-analytics-for-executives/	Jeff Higgins	12.99	94.99	32	3.5	Beginner	
363	power-bi-masterclass-your-future-in-data-analytics/	https://www.udemy.com/course/power-bi-masterclass-your-future-in-data-analytics/	Dan We	12.99	94.99	23	2.5	Beginner	
364	filemaker/	https://www.udemy.com/course/filemaker/	Infinite Skills	12.99	49.99	95	9.5	All Levels	
365	ibm-spss/	https://www.udemy.com/course/ibm-spss/	Sana Nazir	12.99	29.99	27	2	All Levels	
366	data-management-and-analysis-with-stata/	https://www.udemy.com/course/data-management-and-analysis-with-stata/	Ihsan Ullah	12.99	24.99	62	6.5	Beginner	
367	microsoft-power-bi-with-mastery-over-power-bi-desktop/	https://www.udemy.com/course/microsoft-power-bi-with-mastery-over-power-bi-desktop/	Uplatz Training	12.99	19.99	16	4.5	All Levels	
368	data-analysis-with-r/	https://www.udemy.com/course/data-analysis-with-r/	Mangirdas Adomaitis	12.99	74.99	44	5.5	Beginner	
369	the-complete-supervised-machine-learning-models-in-python/	https://www.udemy.com/course/the-complete-supervised-machine-learning-models-in-python/	Data Science Academy	12.99	94.99	86	11	All Levels	
370	eviews-and-its-application-to-econometric-modeling/	https://www.udemy.com/course/eviews-and-its-application-to-econometric-modeling/	Smart Coders Hub	12.99	94.99	125	17	Expert	
371	highspeed/	https://www.udemy.com/course/highspeed/	J  Michael Stattelman	12.99	49.99	62	5	Beginner	
372	sas-procedures/	https://www.udemy.com/course/sas-procedures/	KDD Expert	12.99	94.99	15	2.5	Beginner	
373	mastering-hadoop-the-how-to-guide-of-a-practical-approach/	https://www.udemy.com/course/mastering-hadoop-the-how-to-guide-of-a-practical-approach/	Naman Agarwal	12.99	19.99	23	7	All Levels	
374	statistical-analysis-and-research-using-excel/	https://www.udemy.com/course/statistical-analysis-and-research-using-excel/	EdSolver Learning	12.99	94.99	79	12.5	All Levels	
375	get-ready-for-tableau-server-certification/	https://www.udemy.com/course/get-ready-for-tableau-server-certification/	Siddharth Pawar	12.99	94.99	13	1.5	Intermediate	
376	tableau-spreadsheets/	https://www.udemy.com/course/tableau-spreadsheets/	RG BI	12.99	94.99	17	1.5	Intermediate	
377	tableau-beginners/	https://www.udemy.com/course/tableau-beginners/	Shivprasad Koirala	12.99	19.99	10	6.5	Beginner	
378	the-complete-introduction-to-sql-mysql-for-data-analytics-am/	https://www.udemy.com/course/the-complete-introduction-to-sql-mysql-for-data-analytics-am/	Vardges Zardaryan	12.99	49.99	27	2.5	All Levels	
379	ggplot2-r-package-master-data-visualization-course/	https://www.udemy.com/course/ggplot2-r-package-master-data-visualization-course/	Amit Ugle	12.99	19.99	49	4.5	All Levels	
380	advanced-deep-learning-with-keras/	https://www.udemy.com/course/advanced-deep-learning-with-keras/	Packt Publishing	12.99	94.99	36	5	Expert	
381	practical-data-analysis-and-visualization-with-python/	https://www.udemy.com/course/practical-data-analysis-and-visualization-with-python/	Bekzod Ruzmetov	12.99	94.99	42	4.5	All Levels	
382	probability-and-statistics-quizzes-mcq/	https://www.udemy.com/course/probability-and-statistics-quizzes-mcq/	Sandeep Kumar  	13.99	99.99	119	7.5	Intermediate	
383	data-visualization-why-charts-are-better-than-numbers/	https://www.udemy.com/course/data-visualization-why-charts-are-better-than-numbers/	Nicolae Urs	12.99	29.99	24	1.5	Beginner	
384	data-analysis-with-microsoft-excel-and-google-sheets/	https://www.udemy.com/course/data-analysis-with-microsoft-excel-and-google-sheets/	Uplatz Training	12.99	94.99	36	9	All Levels	
385	marketing-analytics/	https://www.udemy.com/course/marketing-analytics/	Dekker Fraser  MBA   Associates	12.99	39.99	30	1	Intermediate	
386	pytorch-primer-for-neural-networks-deep-learning-in-python/	https://www.udemy.com/course/pytorch-primer-for-neural-networks-deep-learning-in-python/	Minerva Singh	14.99	109.99	50	6	All Levels	
387	hands-on-pyspark-for-big-data-analysis/	https://www.udemy.com/course/hands-on-pyspark-for-big-data-analysis/	Packt Publishing	12.99	94.99	18	2	Beginner	
388	digital-business-analytics/	https://www.udemy.com/course/digital-business-analytics/	Erik Ernesto Vazquez	13.99	39.99	10	1.5	All Levels	
389	haskell-data-analysis-made-easy/	https://www.udemy.com/course/haskell-data-analysis-made-easy/	Packt Publishing	12.99	94.99	64	7	Beginner	
390	real-world-hadoop-deploying-with-cloudera-manager/	https://www.udemy.com/course/real-world-hadoop-deploying-with-cloudera-manager/	Toyin Akin	12.99	54.99	24	2	Intermediate	
391	practical-qgis-for-spatial-data-analysis-beginner-to-expert/	https://www.udemy.com/course/practical-qgis-for-spatial-data-analysis-beginner-to-expert/	Minerva Singh	14.99	109.99	64	4.5	All Levels	
392	complete-machine-learning-and-deep-learning-with-h2o-in-r/	https://www.udemy.com/course/complete-machine-learning-and-deep-learning-with-h2o-in-r/	Minerva Singh	12.99	94.99	39	4.5	All Levels	
393	power-pivot-excel-365-from-zero-to-hero/	https://www.udemy.com/course/power-pivot-excel-365-from-zero-to-hero/	Paula Guilfoyle CPA   MVP	12.99	94.99	64	3	All Levels	
394	predictive-modeling-using-spss/	https://www.udemy.com/course/predictive-modeling-using-spss/	Smart Coders Hub	12.99	94.99	84	12.5	All Levels	
395	tibco-spotfire-the-ultimate-course/	https://www.udemy.com/course/tibco-spotfire-the-ultimate-course/	Taha Mahmoud  Mindtory Mindtory  Amr Gamal	12.99	94.99	13	1.5	All Levels	
396	start-up-guide-for-microsoft-dynamics-365/	https://www.udemy.com/course/start-up-guide-for-microsoft-dynamics-365/	Packt Publishing	12.99	94.99	21	3	Beginner	
397	data-visualization-analysis-in-python-d3js-html-css/	https://www.udemy.com/course/data-visualization-analysis-in-python-d3js-html-css/	Easy Learn	12.99	94.99	36	7.5	All Levels	
398	microsoft-excel-masterclass-beginer-to-advanced-level/	https://www.udemy.com/course/microsoft-excel-masterclass-beginer-to-advanced-level/	Asif Hafeez	12.99	49.99	29	4	Beginner	
399	sharepoint-2016-architecture-deployment-and-security/	https://www.udemy.com/course/sharepoint-2016-architecture-deployment-and-security/	Packt Publishing	12.99	94.99	29	4	Expert	
400	sas-predictive-modeling/	https://www.udemy.com/course/sas-predictive-modeling/	Up Degree	12.99	19.99	45	5.5	Intermediate	
401	excel-2016-macros-and-advanced-queries/	https://www.udemy.com/course/excel-2016-macros-and-advanced-queries/	Raouf Nabi	19.99	NULL	15	1	Intermediate	
402	simulation-modelling-using-anylogic/	https://www.udemy.com/course/simulation-modelling-using-anylogic/	Amit Kumar	84.99	NULL	52	9.5	Beginner	
403	google-analytics-from-beginners-to-pro-level/	https://www.udemy.com/course/google-analytics-from-beginners-to-pro-level/	Sabraiz Khan	12.99	94.99	15	1	All Levels	
404	business-and-data-analysis-with-sql/	https://www.udemy.com/course/business-and-data-analysis-with-sql/	Geoffrey Devitt	12.99	49.99	39	5.5	Intermediate	
405	business-and-data-analysis-with-sql/	https://www.udemy.com/course/business-and-data-analysis-with-sql/	Geoffrey Devitt	12.99	49.99	39	5.5	Intermediate	
406	customer-analytics-in-spss/	https://www.udemy.com/course/customer-analytics-in-spss/	Bogdan Anastasiei	12.99	49.99	33	3	All Levels	
407	lumira-discovery-professional/	https://www.udemy.com/course/lumira-discovery-professional/	Javier R  Martin	12.99	94.99	45	9	All Levels	
408	learn-qlik-sense-dashboard-development/	https://www.udemy.com/course/learn-qlik-sense-dashboard-development/	Packt Publishing	12.99	94.99	33	2	Beginner	
409	java-digital-signal-processing-dsp/	https://www.udemy.com/course/java-digital-signal-processing-dsp/	Israel Gbati	12.99	94.99	102	9	All Levels	
410	tableau-mistakes/	https://www.udemy.com/course/tableau-mistakes/	Jed Guinto	12.99	19.99	13	1	All Levels	
411	power-bi-query-editor-how-to-become-a-data-cleansing-star/	https://www.udemy.com/course/power-bi-query-editor-how-to-become-a-data-cleansing-star/	Doug Burke	12.99	69.99	15	1	Beginner	
412	minitab-minitab-applications-to-predictive-modeling/	https://www.udemy.com/course/minitab-minitab-applications-to-predictive-modeling/	Smart Coders Hub	12.99	94.99	111	15.5	All Levels	
413	power-bi-parameters-templates-row-level-security/	https://www.udemy.com/course/power-bi-parameters-templates-row-level-security/	Grant Gamble	12.99	59.99	17	1.5	Intermediate	
414	applied-sentiment-analysis-commitments-of-traders-report/	https://www.udemy.com/course/applied-sentiment-analysis-commitments-of-traders-report/	Sofien KAABAR	12.99	19.99	73	3.5	All Levels	
415	tableau-desktop-advanced/	https://www.udemy.com/course/tableau-desktop-advanced/	Candas Bilgin	18.99	129.99	38	5.5	All Levels	
416	gurusodyssey_smartba1/	https://www.udemy.com/course/gurusodyssey_smartba1/	Amit Gupta	12.99	49.99	7	1	Beginner	
417	turn-sales-data-into-gold-with-tableau/	https://www.udemy.com/course/turn-sales-data-into-gold-with-tableau/	John David Ariansen	12.99	34.99	17	1	All Levels	
418	regression-in-excel-for-mba-and-professionals/	https://www.udemy.com/course/regression-in-excel-for-mba-and-professionals/	Maksym Obrizan	29.99	NULL	12	2.5	Intermediate	
419	machine-learning-in-healthcare-no-coding-required/	https://www.udemy.com/course/machine-learning-in-healthcare-no-coding-required/	Eddie Jay	12.99	89.99	39	2.5	Intermediate	
420	sas-macro-programming/	https://www.udemy.com/course/sas-macro-programming/	KDD Expert	18.99	99.99	20	2.5	Intermediate	
421	danhallatl-datagovernance/	https://www.udemy.com/course/danhallatl-datagovernance/	Dan Hall	12.99	39.99	8	1	All Levels	
422	real-world-sql-server-profiler/	https://www.udemy.com/course/real-world-sql-server-profiler/	Mike West	12.99	19.99	33	1	Beginner	
423	analytics-for-business-strategy/	https://www.udemy.com/course/analytics-for-business-strategy/	Scandinavian Institute of Business Analytics	12.99	94.99	24	1.5	Intermediate	
424	tableau-masterclass-how-to-become-a-tableau-pro/	https://www.udemy.com/course/tableau-masterclass-how-to-become-a-tableau-pro/	Dan We	12.99	94.99	20	2	Beginner	
425	fundamentals-of-splunk/	https://www.udemy.com/course/fundamentals-of-splunk/	DevLabs Group	12.99	19.99	16	1.5	All Levels	
426	advanced-applied-sql-for-business-intelligence-and-analytics/	https://www.udemy.com/course/advanced-applied-sql-for-business-intelligence-and-analytics/	Packt Publishing	12.99	94.99	21	3	Intermediate	
427	logistic-regression-using-r-in-10-steps/	https://www.udemy.com/course/logistic-regression-using-r-in-10-steps/	Aze Analytics	19.99	NULL	11	1.5	All Levels	
428	digital-transformation-in-industry-40-a-complete-guide/	https://www.udemy.com/course/digital-transformation-in-industry-40-a-complete-guide/	Global Learning Labs  	12.99	94.99	33	2.5	All Levels	
429	ipython-and-jupyter-notebook-in-practice-3-in-1/	https://www.udemy.com/course/ipython-and-jupyter-notebook-in-practice-3-in-1/	Packt Publishing	14.99	109.99	88	7.5	Beginner	
430	erp-microsoft-dynamics-nav-module-and-functionality-overview/	https://www.udemy.com/course/erp-microsoft-dynamics-nav-module-and-functionality-overview/	ABC Tuts	13.99	49.99	17	1.5	Beginner	
431	visualizing-data-using-stata/	https://www.udemy.com/course/visualizing-data-using-stata/	Najib Mozahem	12.99	24.99	38	4	Beginner	
432	tableau-masterclass-data-analytics-project-solutions/	https://www.udemy.com/course/tableau-masterclass-data-analytics-project-solutions/	Dan We	12.99	94.99	17	2	Intermediate	
433	data-visualization-with-python-training/	https://www.udemy.com/course/data-visualization-with-python-training/	Uplatz Training	12.99	94.99	36	23	All Levels	
434	learning-tableau-follow-me-around/	https://www.udemy.com/course/learning-tableau-follow-me-around/	Dan We	12.99	94.99	34	3.5	Intermediate	
435	securing-iot-build-secure-iot-solutions-2-in-1/	https://www.udemy.com/course/securing-iot-build-secure-iot-solutions-2-in-1/	Packt Publishing	12.99	94.99	44	4.5	Beginner	
436	data-analytics-with-excel-and-power-bi/	https://www.udemy.com/course/data-analytics-with-excel-and-power-bi/	Paula Guilfoyle CPA   MVP	12.99	94.99	88	5.5	Beginner	
437	complete-introduction-to-data-quality-management-and-chief-data-office/	https://www.udemy.com/course/complete-introduction-to-data-quality-management-and-chief-data-office/	Bing Yu	13.99	89.99	18	1.5	All Levels	
438	complete-tableau-2018-guide-with-prep-desktop-and-server/	https://www.udemy.com/course/complete-tableau-2018-guide-with-prep-desktop-and-server/	Siddharth Pawar	12.99	19.99	67	11	All Levels	
439	power-bi-sales-pipeline-analytics-visualization/	https://www.udemy.com/course/power-bi-sales-pipeline-analytics-visualization/	Grant Gamble	12.99	59.99	24	2	Intermediate	
440	market-research-classroom/	https://www.udemy.com/course/market-research-classroom/	Earners Classroom	12.99	94.99	13	1.5	All Levels	
441	essential-analytics-for-solo-and-small-business-owners/	https://www.udemy.com/course/essential-analytics-for-solo-and-small-business-owners/	Susan Kawa	12.99	24.99	59	4.5	Beginner	
442	dashboarding-and-analytics-with-sap-lumira/	https://www.udemy.com/course/dashboarding-and-analytics-with-sap-lumira/	Ellie Babadi Koerber	12.99	94.99	17	1.5	All Levels	
443	professional-power-bi-data-visualization-and-dashboards/	https://www.udemy.com/course/professional-power-bi-data-visualization-and-dashboards/	Packt Publishing	12.99	94.99	115	10	Beginner	
444	multivariate-data-visualization-with-r/	https://www.udemy.com/course/multivariate-data-visualization-with-r/	Geoffrey Hubona  Ph D 	12.99	94.99	32	7	All Levels	
445	data-visualisation-using-tableau/	https://www.udemy.com/course/data-visualisation-using-tableau/	Analytics Leap	12.99	94.99	39	2.5	Intermediate	
446	intro-to-big-data-and-the-hadoop-ecosystem/	https://www.udemy.com/course/intro-to-big-data-and-the-hadoop-ecosystem/	CyberTraining 365  Samy Mkacher	12.99	94.99	64	11	Beginner	
447	leading-a-business-intelligence-project-7-steps-for-success/	https://www.udemy.com/course/leading-a-business-intelligence-project-7-steps-for-success/	The Numbers Guys	12.99	94.99	62	2	All Levels	
448	powerbi-zero-to-hero-introduction-to-powerbi-desktop/	https://www.udemy.com/course/powerbi-zero-to-hero-introduction-to-powerbi-desktop/	Warren Thomas	12.99	29.99	17	2.5	Beginner	
449	how-to-create-dashboards-with-google-data-studio/	https://www.udemy.com/course/how-to-create-dashboards-with-google-data-studio/	Jayadeep Rath	12.99	19.99	40	4.5	All Levels	
450	microsoft-power-bi-hands-on/	https://www.udemy.com/course/microsoft-power-bi-hands-on/	Apex Education	12.99	19.99	95	6.5	Beginner	
451	data-and-analytics/	https://www.udemy.com/course/data-and-analytics/	Classrack  	12.99	49.99	23	2.5	Beginner	
452	sql-joins/	https://www.udemy.com/course/sql-joins/	Loony Corn	12.99	94.99	12	2.5	Intermediate	
453	tableau-fundamentals/	https://www.udemy.com/course/tableau-fundamentals/	Dean Taylor	14.99	99.99	68	6	Beginner	
454	beginners-guide-to-data-visualization-design/	https://www.udemy.com/course/beginners-guide-to-data-visualization-design/	Alexandra Plassaras	12.99	94.99	36	1.5	All Levels	
455	effective-data-visualization/	https://www.udemy.com/course/effective-data-visualization/	Jef Heer	12.99	24.99	12	3	All Levels	
456	how-to-create-manage-hubspot-workflows/	https://www.udemy.com/course/how-to-create-manage-hubspot-workflows/	Xcellimark Academy	12.99	49.99	17	1	All Levels	
457	create-an-effective-survey-questionnaire/	https://www.udemy.com/course/create-an-effective-survey-questionnaire/	Monica C	13.99	19.99	40	2	All Levels	
458	python-data-visualization-using-python/	https://www.udemy.com/course/python-data-visualization-using-python/	Packt Publishing	12.99	94.99	46	4.5	Intermediate	
459	advanced-google-tag-manager-gtm-recipes/	https://www.udemy.com/course/advanced-google-tag-manager-gtm-recipes/	Vladislavs Celitans	12.99	94.99	33	3	All Levels	
460	learn-tableau-quickly/	https://www.udemy.com/course/learn-tableau-quickly/	BI Developer	12.99	34.99	87	4	Beginner	
461	introduction-to-spss-syntax-hands-on-exercises/	https://www.udemy.com/course/introduction-to-spss-syntax-hands-on-exercises/	Doctor Analytix	13.99	19.99	43	2.5	Beginner	
462	statistics-for-business-data-science-and-research/	https://www.udemy.com/course/statistics-for-business-data-science-and-research/	Tom s Lastra Milone	12.99	19.99	38	5	All Levels	
463	data-manipulation-with-dplyr-in-r/	https://www.udemy.com/course/data-manipulation-with-dplyr-in-r/	Bogdan Anastasiei	12.99	39.99	35	3	All Levels	
464	excel-basics-data-text-manipulation/	https://www.udemy.com/course/excel-basics-data-text-manipulation/	Luis Juarez	12.99	19.99	7	1	All Levels	
465	ibm-spss-statistics-getting-started/	https://www.udemy.com/course/ibm-spss-statistics-getting-started/	Sandy Midili	12.99	49.99	24	3	Beginner	
466	postgresql-11-in-7-days/	https://www.udemy.com/course/postgresql-11-in-7-days/	Packt Publishing	12.99	94.99	45	4.5	Intermediate	
467	power-bi-excel-integration/	https://www.udemy.com/course/power-bi-excel-integration/	Grant Gamble	12.99	19.99	23	2	Intermediate	
468	clinical-data-management-using-sas/	https://www.udemy.com/course/clinical-data-management-using-sas/	Handson  	12.99	34.99	43	5.5	All Levels	
469	mastering-r-for-data-analysis/	https://www.udemy.com/course/mastering-r-for-data-analysis/	Analytics Leap	12.99	94.99	23	2.5	Intermediate	
470	learn-neo4j-database-and-graph-algorithms/	https://www.udemy.com/course/learn-neo4j-database-and-graph-algorithms/	Packt Publishing	12.99	94.99	44	4.5	Beginner	
471	ultimate-step-by-step-survey-creation-guide-for-all-levels/	https://www.udemy.com/course/ultimate-step-by-step-survey-creation-guide-for-all-levels/	Nick Iakovidis	12.99	44.99	17	1.5	All Levels	
472	xgboost-machine-learning-for-data-science-and-kaggle/	https://www.udemy.com/course/xgboost-machine-learning-for-data-science-and-kaggle/	Shenggang Li	12.99	94.99	63	10	All Levels	
473	complete-keras-bootcamp-for-deep-learning-in-python/	https://www.udemy.com/course/complete-keras-bootcamp-for-deep-learning-in-python/	Minerva Singh	12.99	94.99	42	4	All Levels	
474	data-visualization-principles/	https://www.udemy.com/course/data-visualization-principles/	Kai Uwe Stahl	12.99	94.99	24	4.5	All Levels	
475	data-visualization/	https://www.udemy.com/course/data-visualization/	ATI   Analytics Training Institute	12.99	29.99	19	2	All Levels	
476	excel-from-beginner-to-pro/	https://www.udemy.com/course/excel-from-beginner-to-pro/	Mariam Adeyemi	12.99	34.99	48	2.5	Intermediate	
477	business-analysis-crash-course-for-beginners/	https://www.udemy.com/course/business-analysis-crash-course-for-beginners/	Kira Chekhova	12.99	94.99	30	2.5	Beginner	
478	tigergraph/	https://www.udemy.com/course/tigergraph/	Hendrik Kleine	12.99	54.99	26	3	Beginner	
479	uplift-modeling/	https://www.udemy.com/course/uplift-modeling/	Predictive Analytics	49.99	NULL	28	2	All Levels	
480	workforce-analytic-linking-workforce-to-business-strategies/	https://www.udemy.com/course/workforce-analytic-linking-workforce-to-business-strategies/	Jeff Higgins	12.99	69.99	14	1.5	Intermediate	
481	tableau-desktop-training-course/	https://www.udemy.com/course/tableau-desktop-training-course/	Anil Batra	12.99	94.99	16	1	Beginner	
482	data-mining-with-rapidminer/	https://www.udemy.com/course/data-mining-with-rapidminer/	SVBook Pte  Ltd 	12.99	94.99	39	1.5	Beginner	
483	business-analytics-with-excel/	https://www.udemy.com/course/business-analytics-with-excel/	Dr Bishram Singh	12.99	94.99	38	4	All Levels	
484	intro-to-data-analytics/	https://www.udemy.com/course/intro-to-data-analytics/	Nate   Wisdify	12.99	44.99	44	3.5	Beginner	
485	ibm-spss-modeler-techniques-for-missing-data/	https://www.udemy.com/course/ibm-spss-modeler-techniques-for-missing-data/	Sandy Midili	12.99	49.99	20	3.5	Intermediate	
486	microsoft-power-bi-training/	https://www.udemy.com/course/microsoft-power-bi-training/	SONIC Performance Support   E Learning Experts	12.99	49.99	41	4	Beginner	
487	learn-proven-research-tools-save-time-now/	https://www.udemy.com/course/learn-proven-research-tools-save-time-now/	LPAR Academy	13.99	19.99	59	2	All Levels	
488	application-of-statistics-in-business-analytics/	https://www.udemy.com/course/application-of-statistics-in-business-analytics/	Neilko Ventures Private Limited	12.99	49.99	28	6	Intermediate	
489	analytic-processes/	https://www.udemy.com/course/analytic-processes/	Eddie Jay	13.99	19.99	23	1	Beginner	
490	regression-with-minitab/	https://www.udemy.com/course/regression-with-minitab/	Sandeep Kumar  	12.99	94.99	46	5	All Levels	
491	auditing-excel-files-spreadsheet-risks-and-controls/	https://www.udemy.com/course/auditing-excel-files-spreadsheet-risks-and-controls/	Abhay Gadiya	12.99	19.99	39	5	All Levels	
492	website-analytics/	https://www.udemy.com/course/website-analytics/	Andrew Williams	13.99	19.99	24	3	All Levels	
493	ultimate-guide-to-google-data-studio-2021/	https://www.udemy.com/course/ultimate-guide-to-google-data-studio-2021/	Adam Finer Finer	12.99	49.99	72	4.5	Beginner	
494	break-out-of-excel-and-into-tableau/	https://www.udemy.com/course/break-out-of-excel-and-into-tableau/	John David Ariansen	12.99	94.99	23	1	Beginner	
495	amazon-quicksight-course/	https://www.udemy.com/course/amazon-quicksight-course/	Learn Tech Plus	12.99	94.99	15	1	All Levels	
496	ultimate-guide-to-web-analytics-startup-edition/	https://www.udemy.com/course/ultimate-guide-to-web-analytics-startup-edition/	Elizabeth Tran	12.99	49.99	7	1	Beginner	
497	data-storytelling-with-qlik-sense/	https://www.udemy.com/course/data-storytelling-with-qlik-sense/	Packt Publishing	12.99	94.99	22	3	Intermediate	
498	data-visualization-with-tableau-x/	https://www.udemy.com/course/data-visualization-with-tableau-x/	Packt Publishing	12.99	94.99	42	5	Beginner	
499	handsonsasanalytics/	https://www.udemy.com/course/handsonsasanalytics/	Handson  	12.99	19.99	35	4.5	Intermediate	
500	power-bi-essentials-crash-course/	https://www.udemy.com/course/power-bi-essentials-crash-course/	Amit Navgire	12.99	19.99	29	3	Beginner	
501	mastering-pentaho-business-intelligence-tool/	https://www.udemy.com/course/mastering-pentaho-business-intelligence-tool/	Edionik Solutions	12.99	94.99	33	3	All Levels	
502	gdpr-compliance-data-security/	https://www.udemy.com/course/gdpr-compliance-data-security/	Syed Raza  ClayDesk E learning  Qasim Shah  Syed Ali	12.99	49.99	10	1.5	All Levels	
503	operations-research-intro/	https://www.udemy.com/course/operations-research-intro/	Dr  Rauf Tailony	12.99	19.99	13	2.5	Beginner	
504	google-data-studio-for-data-analytics-business-intelligence/	https://www.udemy.com/course/google-data-studio-for-data-analytics-business-intelligence/	Minerva Singh	12.99	94.99	34	3.5	All Levels	
505	splunk-advance-visualization-for-it-operations/	https://www.udemy.com/course/splunk-advance-visualization-for-it-operations/	IT HUB	12.99	19.99	32	2	All Levels	
506	sql-server-2016-maintenance-automation/	https://www.udemy.com/course/sql-server-2016-maintenance-automation/	Packt Publishing	12.99	94.99	19	2.5	Intermediate	
507	qlikview-by-examples-beginner-course-fast-track/	https://www.udemy.com/course/qlikview-by-examples-beginner-course-fast-track/	Taha Mahmoud  Mindtory Mindtory  Amr Gamal	12.99	79.99	12	1	Beginner	
508	community-analysis-for-social-work-and-health-workers/	https://www.udemy.com/course/community-analysis-for-social-work-and-health-workers/	MAWMedia Group  LLC	12.99	34.99	12	1	Beginner	
509	alteryx-get-designer-core-certified/	https://www.udemy.com/course/alteryx-get-designer-core-certified/	Renato Baruti	12.99	79.99	28	2	All Levels	
510	introduction-to-artificial-intelligence-d/	https://www.udemy.com/course/introduction-to-artificial-intelligence-d/	MERAH Nasreddine	12.99	94.99	34	4.5	All Levels	
511	dashboards-101-using-metrics-to-improve-performance/	https://www.udemy.com/course/dashboards-101-using-metrics-to-improve-performance/	Bob Norton	34.99	NULL	6	1	Beginner	
512	the-complete-google-forms-masterclass-unofficial/	https://www.udemy.com/course/the-complete-google-forms-masterclass-unofficial/	Paul Limpert	12.99	24.99	26	2	All Levels	
513	web-analytics-learn-nuts-bolts-of-web-analytics/	https://www.udemy.com/course/web-analytics-learn-nuts-bolts-of-web-analytics/	Smart Learning League	12.99	19.99	35	4.5	All Levels	
514	an-introduction-to-factor-analysis/	https://www.udemy.com/course/an-introduction-to-factor-analysis/	Najib Mozahem	12.99	19.99	18	1.5	Beginner	
515	leverage-youtube-data-analytics-to-grow-your-youtube-channel/	https://www.udemy.com/course/leverage-youtube-data-analytics-to-grow-your-youtube-channel/	Vova Even	12.99	19.99	5	2	All Levels	
516	learn-tableau-administration/	https://www.udemy.com/course/learn-tableau-administration/	Ram Reddy	99.99	NULL	15	10.5	All Levels	
517	tableau-for-healthcare/	https://www.udemy.com/course/tableau-for-healthcare/	Mark Connolly	14.99	59.99	12	3	Beginner	
518	predictive-analytics-understanding-arima/	https://www.udemy.com/course/predictive-analytics-understanding-arima/	Anamind Business Consulting	19.99	NULL	7	1	All Levels	
519	quick-steps-powerbi/	https://www.udemy.com/course/quick-steps-powerbi/	Project Management House	12.99	39.99	40	3	Beginner	
520	quantmaster-ace-the-interview-math/	https://www.udemy.com/course/quantmaster-ace-the-interview-math/	Ben Gutkovich	12.99	24.99	13	1.5	All Levels	
521	learning-splunk/	https://www.udemy.com/course/learning-splunk/	Packt Publishing	14.99	109.99	56	4	Beginner	
522	business-forecasting-with-google-sheets/	https://www.udemy.com/course/business-forecasting-with-google-sheets/	Alex Tolley	12.99	24.99	37	4	Beginner	
523	static-and-interactive-data-visualizations-in-r/	https://www.udemy.com/course/static-and-interactive-data-visualizations-in-r/	Minerva Singh	16.99	119.99	61	7	All Levels	
524	data-visualization-in-r-with-live-project/	https://www.udemy.com/course/data-visualization-in-r-with-live-project/	Uplatz Training	12.99	94.99	15	8.5	All Levels	
525	practical-strategies-to-unlock-power-of-analytics/	https://www.udemy.com/course/practical-strategies-to-unlock-power-of-analytics/	Prashanth Southekal Southekal	12.99	19.99	5	1.5	All Levels	
526	xgboost-python-r/	https://www.udemy.com/course/xgboost-python-r/	Diogo Alves de Resende	12.99	49.99	71	5	Beginner	
527	practical-artificial-intelligence-ai-with-h2o-in-python/	https://www.udemy.com/course/practical-artificial-intelligence-ai-with-h2o-in-python/	Minerva Singh	12.99	94.99	43	4.5	All Levels	
